List,Stimulus,Stimulus_raw,Stimulus_English,Category,Typicality,Typicality_class,Typicality_rating,AoA_rating,Familiarity_rating,Frequency_DlexDB,logFreq_WebXL_lemma,Length,NameAgrmnt_Avrg,Naming_Round,Picture,Audio_Name,Image_Link,Audio_Link,
2,Papaya,Papaya,papaya,fruit,atypical,3,4,7,3,0.098,4.046,6,63,2,Papaya_new.jpg,Papaya.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Papaya_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Papaya.wav,
2,Pony,Pony,pony,animal,midtypical,2,2.1,1.95,3.263,1.488,4.674,4,83,1,Pony_adjusted.jpg,Pony.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Pony_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Pony.wav,
2,Orange,Orange,orange,fruit,typical,1,1,4,4,4.03,5.269,6,97,1,Orange_adjusted.jpg,Orange.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Orange_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Orange.wav,
2,Biber,Biber,beaver,animal,atypical,3,3.05,2.95,2.684,1.545,4.171,4,93,2,Biber_new.jpg,Biber.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Biber_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Biber.wav,
2,Weißkohl,Weisskohl,white cabbage,vegetable,midtypical,2,2.15,3.35,3.6,0.875,3.711,6,92,2,Weisskohl_new.jpg,Weisskohl.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Weisskohl_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Weisskohl.wav,
2,Erdbeere,Erdbeere,strawberry,fruit,typical,1,1,2,5,2.829,4.983,7,100,1,Erdbeere_adjusted.jpg,Erdbeere.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Erdbeere_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Erdbeere.wav,
2,Seestern,Seestern,starfish,animal,atypical,3,5.25,4.1,2.5,1.112,3.776,7,94,1,Seestern_adjusted.jpg,Seestern.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Seestern_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Seestern.wav,
2,Nachthemd,Nachthemd,nightgown,clothes,midtypical,2,2.45,2,4,2.845,3.807,8,73,2,Nachthemd_new.jpg,Nachthemd.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Nachthemd_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Nachthemd.wav,
2,LKW,LKW,lorry,vehicle,typical,1,1.35,2,4,None,4.799,6,98,1,LKW_adjusted.jpg,LKW.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/LKW_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/LKW.wav,
2,Peperoni,Peperoni,chilli,vegetable,atypical,3,3.632,5.35,3.45,0.041,3.883,8,91,1,Peperoni_adjusted.jpg,Peperoni.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Peperoni_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Peperoni.wav,
2,Seilbahn,Seilbahn,cable car,vehicle,midtypical,3,3.6,4,3,0.392,4.391,6,97,1,Seilbahn_adjusted.jpg,Seilbahn.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Seilbahn_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Seilbahn.wav,
2,Bluse,Bluse,blouse,clothes,typical,1,1.5,3,4,6.777,5.033,5,97,2,Bluse_new.jpg,Bluse.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Bluse_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Bluse.wav,
2,Mundharmonika,Mundharmonika,harmonica,musical instrument,atypical,3,3.4,3.05,3.05,1.357063113,3.703549298,13,90,2,Mundharmonika_new.jpg,Mundharmonika.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Mundharmonika_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Mundharmonika.wav,
2,Hosenträger,Hosentraeger,braces ,clothes,atypical,3,5.25,3,2,1.717,3.772,10,84,1,Hosentraeger_adjusted.jpg,Hosentraeger.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Hosentraeger_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Hosentraeger.wav,
2,Mais,Mais,sweetcorn,vegetable,midtypical,2,2.263,3.15,3.9,7.676,4.641,3,100,1,Mais_adjusted.jpg,Mais.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Mais_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Mais.wav,
2,Auto,Auto,car,vehicle,typical,1,1,2,5,51.846,6.172,3,98,1,Auto_adjusted.jpg,Auto.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Auto_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Auto.wav,
2,Knollensellerie,Knollensellerie,celeriac,vegetable,atypical,3,3.05,5.75,2.55,0.172,3.42,12,65,2,Knollensellerie_new.jpg,Knollensellerie.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Knollensellerie_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Knollensellerie.wav,
